file,section,spec_cent_mean,spec_cent_var,spec_roll_mean,spec_roll_var,spec_flux_mean,spec_flux_var,zcr_mean,zcr_var,low_energy_rate,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_1_var,mfcc_2_var,mfcc_3_var,mfcc_4_var,mfcc_5_var,rel_amp_peak_0,rel_amp_peak_1,amp_ratio,freq_peak_0,freq_peak_1,tempogram_sum,beat_salience,pitch_amp,pitch_class,pitch_interval,chromagram_sum,genre
blues.00000.wav,full,0.25054353123373063,0.04084011193111077,0.34418977431570774,0.0905662170239452,0.17179297,0.06449922,0.21821641085150323,0.026748652233822848,0.5254452769171902,0.750515744174423,0.5160260769974105,0.4687212107397593,0.6246862565602623,0.45277067439661145,0.06519805000735196,0.06276854304338587,0.08209597154486059,0.14648686160668,0.13720925402601916,0.20259077582654178,0.20632455648758194,0.9267895448696382,0.13989940343899873,0.5322259913440169,0.4102848,0.73953205,0.06556397,0.9090909090909091,0.8181818181818182,0.14372337,blues
blues.00000.wav,start,0.24994052707548833,0.035823093885185966,0.34864952739264726,0.0833599153696713,0.16525601,0.06326079,0.20943095666538838,0.024857840929064394,0.5136082550575806,0.7331035146115111,0.5118644453646289,0.4688671889554444,0.6533032635132651,0.457777416107,0.06958529358009155,0.05041320293165572,0.08752856508849675,0.18915180148709015,0.12408257885744307,0.2204765397448477,0.23718431826165165,0.9653997606682788,0.13989940343899873,0.5322259913440169,0.36947542,0.7239861,0.09617848,0.2727272727272727,0.18181818181818182,0.044950202,blues
blues.00000.wav,middle,0.2556085433825819,0.05537571414953578,0.35637149028077747,0.11446970327383449,0.17500232,0.069947585,0.21378211746659195,0.03030699567678963,0.4737400792426281,0.7613425281169839,0.5184514225161843,0.4841966595508565,0.6197405810184631,0.39342669290423765,0.06308551959455379,0.09238487710432597,0.06196939375276562,0.14637679092107855,0.09906833027509548,0.18609833386289598,0.19560206510586148,0.9514546789887791,0.14227714033539277,0.541794932512432,0.36570376,0.66780007,0.057354152,0.9090909090909091,0.8181818181818182,0.05130253,blues
blues.00000.wav,end,0.2464810829796851,0.025562906263238587,0.3292343064167769,0.07154446181968968,0.1777689,0.055809136,0.23173249948376057,0.022404802675129797,0.5295555253835615,0.7509899270197127,0.5284445480295407,0.43383659517249995,0.6330679140616496,0.46604981855958066,0.05971248311109105,0.036319399249613,0.08643141444946904,0.12357971512924962,0.1763507631671159,0.2189624042694182,0.24510253997053094,0.9971757455001143,0.13989940343899873,0.5322259913440169,0.38340372,0.7638613,0.053818163,0.9090909090909091,0.8181818181818182,0.047336645,blues
blues.00001.wav,full,0.19382994220167113,0.1052786854992236,0.30036832247667666,0.29196520054757974,0.13478446,0.07426445,0.13040993108557683,0.04658598981016261,0.5095226927681844,0.6169014109443293,0.5269768413727356,0.6428050844253618,0.5616156864909367,0.5784007253735955,0.19400197373242414,0.12328953841874365,0.20452909585005963,0.2524937240125207,0.24778928308039208,0.2582799832445213,0.1498414398835861,0.5676447262596371,0.1732343422806016,0.40541335686966756,0.24257793,0.56525695,0.059798926,0.0,0.45454545454545453,0.0714548,blues
blues.00001.wav,start,0.16176278779633332,0.07964789426760352,0.2386841310759655,0.22987984175374696,0.12788992,0.07662461,0.1279978760435411,0.04694811528758437,0.49766098473159953,0.5943980156399419,0.5618141802927507,0.5812982466607084,0.6010566163463079,0.6259671304326313,0.2413859618457544,0.1331746320913465,0.37689714659077866,0.2155253107933045,0.2078774435917685,0.2978183419510123,0.18660785325340282,0.5745575562750673,0.1760347470618294,0.40541335686966756,0.17911953,0.49130937,0.110749245,0.0,0.2727272727272727,0.02216989,blues
blues.00001.wav,middle,0.2034904516240203,0.1287207844835734,0.323637334819666,0.3168082263093703,0.1246837,0.07648547,0.12069677571609781,0.050986829048999344,0.49766098473159953,0.5936637577981427,0.5306346334069124,0.6535912170702003,0.6001747224156564,0.5237212306998984,0.17555740156288077,0.12974906042239318,0.11384393939899502,0.36080881237538187,0.22576652952739998,0.28617765939275447,0.18743784366718563,0.6069495409233251,0.1732343422806016,0.40541335686966756,0.19365352,0.506239,0.12005095,0.09090909090909091,0.2727272727272727,0.020003103,blues
blues.00001.wav,end,0.21694447340765555,0.103847610375982,0.33631761072017463,0.2838448159707517,0.14672562,0.06447715,0.14268857488421485,0.04311062688286168,0.537529160546552,0.6537066283546276,0.5190868519356643,0.6470398681712148,0.551940156955904,0.49742941517754385,0.15188966019346814,0.10922568992167558,0.07996484191675558,0.2098425622796893,0.22543284935358854,0.2387830446583731,0.13636395981729793,0.5787546459522462,0.1650485436893204,0.8901379662749106,0.29379177,0.6335643,0.1025303,0.0,0.18181818181818182,0.029564006,blues
blues.00002.wav,full,0.203384268316694,0.05084334668087202,0.253721799529582,0.08890107284038724,0.18333124,0.07182363,0.19618011143465056,0.03425233754408329,0.4750237604453386,0.7805491708825079,0.5976914745796094,0.41287392705783166,0.5194954011842943,0.3608320573119361,0.08949977467506103,0.12326233488550155,0.15161804098171291,0.16037846471671058,0.14043283841492243,0.22455614231821883,0.1723955054956831,0.737982765285155,0.734333627537511,0.2447194841769807,0.33469146,0.54349405,0.06910085,0.36363636363636365,0.45454545454545453,0.24879691,blues
blues.00002.wav,start,0.1975167149900129,0.07556407610526972,0.25258366427459994,0.09836503805838646,0.19131503,0.06459756,0.17680462550517714,0.0570325279647312,0.4019773627757138,0.7672184156341786,0.6010419373445607,0.4359444324812626,0.5496240224044194,0.319359902552633,0.0859880907734452,0.14951686126396352,0.1148958627413738,0.1517963360854311,0.1813967345018147,0.24998103613788225,0.173941110035959,0.6658272273715163,0.734333627537511,0.2409532215357458,0.308242,0.51163745,0.05007925,0.2727272727272727,0.45454545454545453,0.07073499,blues
blues.00002.wav,middle,0.19259640716985188,0.05163716668424453,0.24577904735363107,0.10208395388190786,0.18216078,0.07263809,0.18615593380335702,0.023896866133594877,0.4418455385906662,0.7652699169028127,0.6176023122746105,0.40304608181136087,0.5652655516932168,0.33360822064202816,0.10823802733921944,0.1297668222691217,0.14822524110012236,0.16980141147536232,0.15394605794290225,0.25416309857218844,0.1977491426014078,0.7278831048959182,0.734333627537511,0.2447194841769807,0.3029448,0.54046714,0.09369579,0.45454545454545453,0.5454545454545454,0.072318226,blues
blues.00002.wav,end,0.21969264630533186,0.021988964095528807,0.263765995494554,0.06577904371147163,0.17435203,0.086732425,0.2256556240597068,0.018558832301142008,0.4418455385906662,0.8032008297895662,0.5828560952403495,0.3826554775300395,0.4802453415946044,0.3968559665531608,0.07114131538692563,0.07470511697213238,0.17474588613646677,0.08598317427996956,0.0736805016783629,0.2259156854423137,0.18117660420801593,0.7624433544007134,0.7495145631067961,0.2524271844660194,0.30123496,0.5048987,0.10584177,0.36363636363636365,0.45454545454545453,0.10506132,blues
blues.00003.wav,full,0.10050237878837597,0.05294856471204728,0.15024149311438686,0.1384884816589028,0.08299277,0.08221254,0.056564519606914616,0.013643376155125038,0.5652517372897047,0.6296333550267061,0.6449605999857672,0.6259313445547979,0.5053182619831488,0.5768892918742198,0.13784203984514795,0.09894975737502389,0.09099171634197126,0.1593676177875148,0.24748445547017547,0.3002119968289517,0.17827112598857242,0.5445444114499454,0.14468387402320626,0.8704385671242049,0.24424352,0.070449516,0.06499026,0.36363636363636365,0.18181818181818182,0.1326513,blues
blues.00003.wav,start,0.07710087646693964,0.037912044960168576,0.11853503332636614,0.08877488983405378,0.071568936,0.06969554,0.046328800259594675,0.008620400744494498,0.5136082550575806,0.6076873439739424,0.6713279601999239,0.6067468327704245,0.5032366624423933,0.6207913244774659,0.14585165569938188,0.10387872200620946,0.10763023172124851,0.12849118232350745,0.19586372985933617,0.4628712234378628,0.24367880483370968,0.3765015640127945,0.14227714033539277,0.8901379662749106,0.15726581,0.6505833,0.08943658,0.36363636363636365,0.18181818181818182,0.044953953,blues
