file,section,spec_cent_mean,spec_cent_var,spec_roll_mean,spec_roll_var,spec_flux_mean,spec_flux_var,zcr_mean,zcr_var,low_energy_rate,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_1_var,mfcc_2_var,mfcc_3_var,mfcc_4_var,mfcc_5_var,rel_amp_peak_0,rel_amp_peak_1,amp_ratio,freq_peak_0,freq_peak_1,tempogram_sum,beat_salience,pitch_amp,pitch_class,pitch_interval,chromagram_sum,genre
blues.00000.wav,full,1724.0741349495197,144129.15903535625,3664.844505853328,922865.461306104,1.6063882,0.33902618,0.08309700319272446,0.0009824463626624015,0.5464396284829721,-186.24710083007812,123.40753173828125,-18.39769744873047,42.86100769042969,-6.351091384887695,2726.43896484375,345.0356750488281,256.3714294433594,161.81748962402344,179.98789978027344,0.008080940662122144,0.007779921385494191,0.9627494756843193,62.26468373493976,124.52936746987952,98.42869,0.76576746,0.11803881,10,7,2676452.2,blues
blues.00000.wav,start,1721.1545087039533,126663.39138919493,3703.310319767442,849433.5888152383,1.5553286,0.33251667,0.08039153343023256,0.0009155843682131812,0.5395348837209303,-198.47755432128906,122.3726577758789,-18.373306274414062,45.95860290527344,-5.957376480102539,2905.61376953125,287.2095947265625,273.1126708984375,208.16958618164062,165.4650421142578,0.008361458902133174,0.008214199530319112,0.9823883160178549,62.26468373493976,124.52936746987952,91.8521,0.75449145,0.13206236,3,-7,837096.0,blues
blues.00000.wav,middle,1748.5979167539508,194732.01687244436,3769.9130178052324,1166440.8538721392,1.631456,0.3676643,0.08173146802325582,0.0011082748569882582,0.5162790697674419,-178.64230346679688,124.0106430053711,-15.811939239501953,42.3256721496582,-11.017721176147461,2640.163330078125,483.64752197265625,194.34877014160156,161.69790649414062,137.79022216796875,0.007822275121513567,0.0076290276845237745,0.9752952390464631,62.64204545454545,126.04801829268293,91.24428,0.71373785,0.11427815,10,7,955389.2,blues
blues.00000.wav,end,1704.4045681950547,90944.55375086615,3535.8521075581393,729034.6768449872,1.6530656,0.29334864,0.0872592659883721,0.0008288411645388978,0.5488372093023256,-185.91403198242188,126.49563598632812,-24.226490020751953,43.76826477050781,-5.306859970092773,2502.40869140625,221.2470703125,269.7316589355469,136.93067932128906,223.29258728027344,0.008337711377529484,0.00832562976945122,0.9985509683015864,62.26468373493976,124.52936746987952,94.096695,0.78341424,0.112658426,10,7,881536.4,blues
blues.00001.wav,full,1449.478212591494,368459.45705071266,3286.880124685565,2975111.5630393582,1.3173187,0.390355,0.056057106230650154,0.0016839251149728964,0.5371517027863777,-280.0986022949219,126.13066101074219,10.68958854675293,36.03404998779297,3.5280728340148926,7986.78466796875,628.2890625,633.6649780273438,276.985595703125,302.3294677734375,0.00895436371097006,0.006985055136289243,0.7800727513147359,67.55514705882354,104.4034090909091,71.40205,0.6393599,0.11539803,0,-1,1330665.2,blues
blues.00001.wav,start,1294.2154265182423,279230.8674500893,2754.8478379360463,2342464.6979453177,1.2634661,0.40276065,0.05531431686046512,0.00169673042854404,0.5302325581395348,-295.9051208496094,134.79367065429688,0.4125482738018036,40.303260803222656,7.268549919128418,9921.9443359375,674.5537719726562,1164.8394775390625,236.82232666015625,258.1725158691406,0.009574478728026609,0.007502455429493273,0.7835889182699769,67.99958881578948,104.4034090909091,61.17547,0.5857232,0.13873677,0,-5,412880.44,blues
blues.00001.wav,middle,1496.2524785223418,450068.54241797404,3487.5776707848836,3228260.8187252013,1.2384228,0.4020293,0.05306595203488372,0.0018395455557955738,0.5302325581395348,-296.4208679199219,127.04024505615234,12.491819381713867,40.207801818847656,-0.7717559337615967,7233.50927734375,658.521240234375,354.2069091796875,394.6614074707031,277.9643249511719,0.00939190761735532,0.007514135581134072,0.8000648949366462,67.55514705882354,104.4034090909091,63.51768,0.5965522,0.1429976,1,-5,372530.47,blues
blues.00001.wav,end,1561.3941770844604,363477.4487426018,3596.9463117732557,2892365.22886824,1.4105898,0.3389102,0.05983829941860465,0.0015610309392455593,0.5534883720930233,-254.24639892578125,124.16865539550781,11.39716911315918,34.98674011230469,-2.839264154434204,6266.919921875,562.4667358398438,249.8040771484375,230.64846801757812,277.59515380859375,0.008648575994953542,0.006795391486810896,0.7857237412004032,66.25600961538461,181.33223684210526,79.655365,0.6889055,0.13497193,0,-7,550573.9,blues
blues.00002.wav,full,1495.7383600595197,178953.4654759625,2884.549224192144,905897.7209543779,1.6965123,0.37752533,0.0763109520123839,0.0012477882105245933,0.5170278637770898,-165.1514434814453,143.7152862548828,-27.729095458984375,31.474817276000977,-13.580863952636719,3718.920166015625,628.1617431640625,470.6127014160156,176.9096221923828,183.55435180664062,0.008425442914169431,0.007302450255668006,0.866714109876308,156.60511363636363,78.90028625954199,86.24652,0.6235745,0.11965895,4,-1,4633134.0,blues
blues.00002.wav,start,1467.328833432416,265013.85278528597,2874.7326944040697,1002335.07821293,1.7588729,0.33954307,0.07034429505813954,0.0020533307634088525,0.4744186046511628,-174.51504516601562,144.54844665527344,-23.874296188354492,34.73603439331055,-16.84210777282715,3575.503173828125,751.0394897460938,357.44854736328125,167.5858154296875,228.87525939941406,0.008824203990259651,0.007324200983275631,0.8300126551199682,156.60511363636363,78.30255681818181,81.98408,0.60046786,0.11094575,3,-1,1317261.0,blues
blues.00002.wav,middle,1443.5056812175428,181716.99464904194,2816.0421965843025,1040230.6542876735,1.6873701,0.38180634,0.07322401889534884,0.000881602822154712,0.49767441860465117,-175.88368225097656,148.66651916503906,-29.37120819091797,36.42912292480469,-15.721663475036621,4484.189453125,658.6043701171875,460.1573486328125,187.14691162109375,198.50486755371094,0.008889794970832034,0.007659242721126704,0.861576981950332,156.60511363636363,78.90028625954199,81.13042,0.621379,0.13092512,5,1,1346744.0,blues
blues.00002.wav,end,1574.7002838662083,78502.572695458,2971.181413517442,670285.3394330419,1.6263767,0.45589018,0.08538789970930233,0.0006928417397680122,0.49767441860465117,-149.24078369140625,140.0261688232422,-32.778228759765625,27.226266860961914,-10.748053550720215,2969.16162109375,400.9018249511719,541.8841552734375,96.08499908447266,109.70208740234375,0.008446765830323985,0.007426023447393701,0.8791558327252537,159.01442307692307,80.12354651162791,80.854866,0.59558004,0.13648881,4,-1,1956486.8,blues
blues.00003.wav,full,997.6047058308111,186282.37054276466,1992.0212878531347,1411191.0678342013,0.91277933,0.4321324,0.033316502999226005,0.0005190236539953774,0.5696594427244582,-271.1556091308594,155.46971130371094,7.870193004608154,29.94023895263672,3.4092183113098145,5693.2158203125,514.372802734375,283.7848205566406,175.81141662597656,301.9922180175781,0.009612020532593656,0.007385135714681864,0.7683229233270374,63.02400914634146,178.20581896551724,71.67046,0.2804595,0.117776014,4,-7,2470268.0,blues
blues.00003.wav,start,884.2992842521172,133935.66622772798,1718.549918241279,904611.9220971932,0.82354903,0.3663395,0.030164425872093024,0.0003414035217384186,0.5395348837209303,-286.57061767578125,162.0264892578125,4.664695739746094,29.714920043945312,6.8615403175354,6020.328125,537.4415893554688,335.0585632324219,142.2666015625,244.88099670410156,0.012163148914825422,0.008305594065401803,0.6828489993473875,62.64204545454545,181.33223684210526,57.653652,0.70124996,0.12897411,4,-7,837165.9,blues
blues.00003.wav,middle,1058.5232823834215,223947.30926842176,2226.2327398255816,1948686.7823926224,0.8968845,0.39834407,0.035369731104651164,0.0006554480511926843,0.5906976744186047,-268.0628356933594,153.15565490722656,10.630346298217773,29.55617332458496,2.8805925846099854,5755.71044921875,612.1354370117188,267.4031677246094,175.7886199951172,242.07699584960938,0.009501076948423644,0.008257826292187595,0.8691463438318621,63.802083333333336,178.20581896551724,65.89612,0.6260841,0.11716221,4,-7,789088.0,blues
blues.00003.wav,end,1049.1611372684565,174326.07357102766,2029.729742005814,1275244.9361123412,1.0294666,0.46382847,0.03443404796511628,0.0005380737568766056,0.5627906976744186,-259.6990051269531,153.2028045654297,7.677050590515137,30.946090698242188,-1.1387583017349243,4886.623046875,363.36279296875,251.86642456054688,208.4083251953125,363.17742919921875,0.008105877834994458,0.006601440456158508,0.8144016712981983,63.02400914634146,175.1853813559322,81.975784,0.6644857,0.110730685,4,-7,848095.94,blues
blues.00004.wav,full,1745.1262878640757,361105.8950433743,3382.21288155476,1725281.38485592,1.8194233,0.5277889,0.10150052002708979,0.002242100715390399,0.5712074303405573,-236.47781372070312,131.23995971679688,-31.810914993286133,22.050642013549805,-32.280311584472656,5423.87841796875,980.5372314453125,360.7213439941406,223.1479949951172,365.3030090332031,0.007802103431731771,0.006861461197614557,0.8794373539971864,135.99917763157896,67.11647727272727,82.70581,0.6452793,0.12152615,7,4,1614577.8,blues
blues.00004.wav,start,1950.000868072083,577367.941834497,3792.0471475290697,2361159.927718687,1.7917215,0.5452633,0.1165061773255814,0.0038929755137120147,0.5813953488372093,-227.56643676757812,120.60514068603516,-28.293560028076172,23.41303825378418,-37.2310905456543,5531.2548828125,1456.8056640625,332.2191162109375,272.13067626953125,400.9414367675781,0.00787108185318871,0.006692502899655532,0.8502646808258365,132.51201923076923,65.00589622641509,78.68419,0.6193297,0.15846014,7,-1,649208.1,blues
blues.00004.wav,middle,1670.0830289311534,244611.15159797596,3238.994367732558,1281225.1241971764,1.8222499,0.50936383,0.09738372093023256,0.0015956402082840386,0.5953488372093023,-252.98963928222656,138.00767517089844,-37.526275634765625,26.746753692626953,-32.30379104614258,5451.58349609375,740.6261596679688,390.7032470703125,170.8501434326172,226.97463989257812,0.007739221080330725,0.007097263025346915,0.9170513352286382,134.23295454545453,66.68346774193549,77.87354,0.60268056,0.13487624,10,7,432520.8,blues
blues.00004.wav,end,1613.048168408071,207581.06976772664,3124.5178506540697,1287534.225836569,1.8341863,0.50842446,0.0903343023255814,0.000991820174981092,0.5674418604651162,-237.51675415039062,143.59495544433594,-36.879459381103516,24.517295837402344,-36.358699798583984,5030.66259765625,647.2518920898438,270.16259765625,189.5662384033203,365.8599853515625,0.008352882250519906,0.006950197725025073,0.8320717946900873,135.99917763157896,67.55514705882354,76.52786,0.6392282,0.12045575,11,8,520476.44,blues
